iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
9,15,female,26,24,2,other,latino/hispanic american,0,1,1,masters in public administration,30,10,20,10,10,20,7,9,8,9,7,7,20,10,20,30,10,10,7,6,10,7,7,5,10,8,8,5,5,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01,6,15,1,5,5,0,1,1,1,
9,16,female,26,25,1,other,european/caucasian-american,0,1,1,masters in public administration,50,0,30,10,0,10,6,6,7,8,7,7,20,10,20,30,10,10,7,6,10,7,7,8,9,9,7,6,5,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42,6,15,1,6,5,0,1,1,1,
9,17,female,26,30,4,other,european/caucasian-american,0,1,1,masters in public administration,35,15,25,10,5,10,8,6,7,8,6,5,20,10,20,30,10,10,7,6,10,7,7,6,8,9,6,6,6,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,15,1,7,5,0,1,1,1,
9,18,female,26,27,1,other,european/caucasian-american,0,1,1,masters in public administration,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,6,5,20,10,20,30,10,10,7,6,10,7,7,6,7,8,7,9,6,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1,6,15,1,7,5,0,1,0,0,
9,19,female,26,28,2,other,european/caucasian-american,0,1,1,masters in public administration,50,0,25,10,0,15,6,6,6,7,6,6,20,10,20,30,10,10,7,6,10,7,7,8,5,5,6,5,5,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,15,1,7,6,0,1,1,1,
9,20,female,26,24,2,other,european/caucasian-american,0,1,1,masters in public administration,100,0,0,0,0,0,5,6,6,6,6,6,20,10,20,30,10,10,7,6,10,7,7,7,8,7,8,7,8,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23,6,15,1,8,5,0,1,0,0,
10,11,female,26,27,1,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,35,20,20,20,0,5,7,8,7,8,6,5,15,15,15,40,10,5,6,8,10,6,9,6,10,10,6,6,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.3,7,10,,6,3,0,0,0,0,
10,12,female,26,22,4,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,60,0,0,40,0,0,1,1,1,1,1,1,15,15,15,40,10,5,6,8,10,6,9,1,1,1,1,1,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.65,7,10,,1,1,1,0,0,0,
10,13,female,26,22,4,european/caucasian-american,asian/pacific islander/asian-american,0,4,4,masters of social work&education,19,18,19,18,14,12,10,10,10,10,10,10,15,15,15,40,10,5,6,8,10,6,9,6,10,10,10,6,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,-0.15,7,10,,7,6,0,1,1,1,
10,14,female,26,23,3,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,30,5,15,40,5,5,7,8,7,9,8,8,15,15,15,40,10,5,6,8,10,6,9,10,10,10,10,10,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.17,7,10,,10,1,1,0,1,0,
10,15,female,26,24,2,european/caucasian-american,latino/hispanic american,0,4,4,masters of social work&education,30,10,20,10,10,20,6,9,9,7,8,,15,15,15,40,10,5,6,8,10,6,9,5,7,7,7,7,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.24,7,10,,6,1,0,0,1,0,
10,16,female,26,25,1,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,50,0,30,10,0,10,,8,7,7,7,7,15,15,15,40,10,5,6,8,10,6,9,5,10,6,4,6,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.15,7,10,,6,1,0,0,0,0,
10,17,female,26,30,4,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,35,15,25,10,5,10,7,7,4,3,4,4,15,15,15,40,10,5,6,8,10,6,9,5,10,8,6,9,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.41,7,10,,7,1,0,1,0,0,
10,18,female,26,27,1,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,6,5,15,15,15,40,10,5,6,8,10,6,9,5,6,6,4,5,,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.07,7,10,,5,5,0,0,0,0,
10,19,female,26,28,2,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,50,0,25,10,0,15,7,7,7,7,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,9,9,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.49,7,10,,9,9,0,1,1,1,
10,20,female,26,24,2,european/caucasian-american,european/caucasian-american,1,4,4,masters of social work&education,100,0,0,0,0,0,6,6,6,6,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,8,10,8,8,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.08,7,10,,9,10,0,1,0,0,
11,1,male,27,21,6,european/caucasian-american,asian/pacific islander/asian-american,0,7,3,finance,15,20,20,15,15,15,6,9,7,7,6,5,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,8,6,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.14,7,3,0,7,4,0,0,1,0,
11,2,male,27,24,3,european/caucasian-american,european/caucasian-american,1,7,3,finance,45,5,25,20,0,5,5,7,8,4,6,3,35,20,20,20,0,5,8,9,7,8,5,8,7,6,9,7,4,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29,7,3,0,7,2,0,0,0,0,
11,3,male,27,25,2,european/caucasian-american,european/caucasian-american,1,7,3,finance,35,10,35,10,10,0,7,9,10,7,8,9,35,20,20,20,0,5,8,9,7,8,5,7,8,6,5,8,4,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24,7,3,0,5,2,1,0,0,0,
11,4,male,27,23,4,european/caucasian-american,european/caucasian-american,1,7,3,finance,20,20,20,20,10,10,4,10,8,5,8,7,35,20,20,20,0,5,8,9,7,8,5,6,7,8,7,7,5,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.18,7,3,0,6,3,0,0,0,0,
11,5,male,27,21,6,european/caucasian-american,european/caucasian-american,1,7,3,finance,20,5,25,25,10,15,5,8,8,2,2,2,35,20,20,20,0,5,8,9,7,8,5,6,8,8,8,7,6,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43,7,3,0,6,5,0,0,0,0,
11,6,male,27,23,4,european/caucasian-american,asian/pacific islander/asian-american,0,7,3,finance,10,25,20,25,5,15,6,9,7,6,7,6,35,20,20,20,0,5,8,9,7,8,5,7,9,8,9,8,4,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33,7,3,0,7,4,0,0,1,0,
11,7,male,27,22,5,european/caucasian-american,asian/pacific islander/asian-american,0,7,3,finance,15,15,25,20,15,10,4,8,8,5,7,4,35,20,20,20,0,5,8,9,7,8,5,7,8,8,8,7,7,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,3,0,7,4,0,0,0,0,
11,8,male,27,25,2,european/caucasian-american,european/caucasian-american,1,7,3,finance,9.09,18.18,27.27,18.18,18.18,9.09,5,8,7,4,7,5,35,20,20,20,0,5,8,9,7,8,5,8,7,6,6,6,5,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,3,0,7,4,0,0,1,0,
11,9,male,27,26,1,european/caucasian-american,other,0,7,3,finance,20,10,20,30,10,10,8,10,9,8,7,6,35,20,20,20,0,5,8,9,7,8,5,6,8,7,8,7,5,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,3,0,6,4,0,0,1,0,
11,10,male,27,26,1,european/caucasian-american,european/caucasian-american,1,7,3,finance,15,15,15,40,10,5,6,10,10,6,6,,35,20,20,20,0,5,8,9,7,8,5,7,8,7,8,6,5,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.3,7,3,0,6,3,0,0,0,0,
12,1,male,22,21,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,15,20,20,15,15,15,7,8,7,8,5,6,60,0,0,40,0,0,9,9,9,10,9,7,8,10,7,7,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,20,3,8,4,0,0,1,0,
12,2,male,22,24,2,european/caucasian-american,european/caucasian-american,1,1,1,law,45,5,25,20,0,5,8,5,6,6,9,6,60,0,0,40,0,0,9,9,9,10,9,7,6,10,6,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,20,3,8,4,0,0,0,0,
12,3,male,22,25,3,european/caucasian-american,european/caucasian-american,1,1,1,law,35,10,35,10,10,0,9,7,9,8,9,7,60,0,0,40,0,0,9,9,9,10,9,6,7,10,6,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14,7,20,3,7,3,0,0,0,0,
12,4,male,22,23,1,european/caucasian-american,european/caucasian-american,1,1,1,law,20,20,20,20,10,10,8,7,8,10,7,8,60,0,0,40,0,0,9,9,9,10,9,6,5,10,6,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18,7,20,3,6,3,1,0,0,0,
12,5,male,22,21,1,european/caucasian-american,european/caucasian-american,1,1,1,law,20,5,25,25,10,15,8,6,6,5,5,5,60,0,0,40,0,0,9,9,9,10,9,6,7,10,7,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0,7,20,3,7,4,1,0,0,0,
12,6,male,22,23,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,10,25,20,25,5,15,6,9,9,6,8,2,60,0,0,40,0,0,9,9,9,10,9,6,8,10,6,7,6,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.37,7,20,3,7,4,0,0,1,0,
12,7,male,22,22,0,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,15,15,25,20,15,10,6,6,8,4,9,4,60,0,0,40,0,0,9,9,9,10,9,7,9,10,6,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21,7,20,3,8,4,1,1,0,0,
12,8,male,22,25,3,european/caucasian-american,european/caucasian-american,1,1,1,law,9.09,18.18,27.27,18.18,18.18,9.09,8,7,7,9,6,7,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11,7,20,3,9,4,0,1,1,1,
12,9,male,22,26,4,european/caucasian-american,other,0,1,1,law,20,10,20,30,10,10,10,10,10,10,10,10,60,0,0,40,0,0,9,9,9,10,9,8,8,10,7,6,5,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.03,7,20,3,8,4,0,1,1,1,
12,10,male,22,26,4,european/caucasian-american,european/caucasian-american,1,1,1,law,15,15,15,40,10,5,1,1,1,1,1,,60,0,0,40,0,0,9,9,9,10,9,1,1,1,1,1,1,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.65,7,20,3,1,1,0,0,0,0,
13,1,male,22,21,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,3,5,law,15,20,20,15,15,15,5,8,9,8,5,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.16,3,4,,10,10,1,1,1,1,
13,2,male,22,24,2,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,45,5,25,20,0,5,5,8,9,6,3,4,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.1,3,4,,10,10,0,1,0,0,
13,3,male,22,25,3,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,35,10,35,10,10,0,7,9,9,7,9,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.09,3,4,,10,10,0,1,0,0,
13,4,male,22,23,1,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,20,20,20,20,10,10,4,7,8,8,6,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.05,3,4,,10,10,,1,0,0,
13,5,male,22,21,1,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,20,5,25,25,10,15,4,6,8,8,6,5,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.17,3,4,,10,10,1,1,0,0,
13,6,male,22,23,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,3,5,law,10,25,20,25,5,15,4,7,9,4,3,2,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.51,3,4,,10,10,1,1,0,0,
13,7,male,22,22,0,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,3,5,law,15,15,25,20,15,10,3,6,8,7,8,8,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.52,3,4,,10,10,,1,0,0,
13,8,male,22,25,3,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,9.09,18.18,27.27,18.18,18.18,9.09,5,8,8,6,7,7,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.42,3,4,,10,10,0,1,1,1,
13,9,male,22,26,4,asian/pacific islander/asian-american,other,0,3,5,law,20,10,20,30,10,10,5,10,10,6,6,6,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.68,3,4,,10,10,0,1,1,1,
13,10,male,22,26,4,asian/pacific islander/asian-american,european/caucasian-american,0,3,5,law,15,15,15,40,10,5,6,10,10,10,6,,19,18,19,18,14,12,4,7,8,8,3,10,10,10,10,10,10,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.15,3,4,,10,10,0,1,1,1,
14,1,male,23,21,2,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,15,20,20,15,15,15,7,6,8,7,6,8,30,5,15,40,5,5,9,9,9,9,9,7,8,9,8,9,8,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.61,8,15,,7,7,0,1,1,1,
14,2,male,23,24,1,european/caucasian-american,european/caucasian-american,1,1,1,law,45,5,25,20,0,5,7,9,7,6,5,7,30,5,15,40,5,5,9,9,9,9,9,9,9,9,9,9,9,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.21,8,15,,9,7,0,1,1,1,
14,3,male,23,25,2,european/caucasian-american,european/caucasian-american,1,1,1,law,35,10,35,10,10,0,9,7,9,7,9,7,30,5,15,40,5,5,9,9,9,9,9,7,9,8,8,8,8,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.04,8,15,,7,7,0,1,0,0,
14,4,male,23,23,0,european/caucasian-american,european/caucasian-american,1,1,1,law,20,20,20,20,10,10,8,10,7,10,7,10,30,5,15,40,5,5,9,9,9,9,9,7,7,7,9,9,9,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.18,8,15,,8,10,1,1,1,1,
14,5,male,23,21,2,european/caucasian-american,european/caucasian-american,1,1,1,law,20,5,25,25,10,15,8,5,5,7,7,9,30,5,15,40,5,5,9,9,9,9,9,6,8,6,8,10,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.08,8,15,,7,7,1,1,1,1,
14,6,male,23,23,0,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,10,25,20,25,5,15,8,6,7,8,2,8,30,5,15,40,5,5,9,9,9,9,9,6,8,8,7,9,8,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.12,8,15,,7,7,0,1,1,1,
14,7,male,23,22,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,law,15,15,25,20,15,10,7,8,8,7,7,6,30,5,15,40,5,5,9,9,9,9,9,8,8,9,8,9,9,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.46,8,15,,8,7,1,1,1,1,
14,8,male,23,25,2,european/caucasian-american,european/caucasian-american,1,1,1,law,9.09,18.18,27.27,18.18,18.18,9.09,8,6,5,6,6,5,30,5,15,40,5,5,9,9,9,9,9,8,8,8,8,8,7,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.4,8,15,,8,7,0,1,1,1,
14,9,male,23,26,3,european/caucasian-american,other,0,1,1,law,20,10,20,30,10,10,10,9,8,8,7,7,30,5,15,40,5,5,9,9,9,9,9,7,8,7,8,8,7,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.26,8,15,,7,7,0,1,1,1,
14,10,male,23,26,3,european/caucasian-american,european/caucasian-american,1,1,1,law,15,15,15,40,10,5,10,10,10,10,10,,30,5,15,40,5,5,9,9,9,9,9,7,8,7,9,8,8,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.17,8,15,,7,7,1,1,0,0,
15,1,male,24,21,3,latino/hispanic american,asian/pacific islander/asian-american,0,3,1,law,15,20,20,15,15,15,5,6,7,7,6,6,30,10,20,10,10,20,7,7,7,9,9,8,7,9,6,9,7,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.21,5,9,,8,6,0,1,1,1,
15,2,male,24,24,0,latino/hispanic american,european/caucasian-american,0,3,1,law,45,5,25,20,0,5,6,8,7,9,7,8,30,10,20,10,10,20,7,7,7,9,9,10,10,10,10,7,8,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.32,5,9,,10,1,1,1,0,0,
15,3,male,24,25,1,latino/hispanic american,european/caucasian-american,0,3,1,law,35,10,35,10,10,0,9,10,10,10,10,10,30,10,20,10,10,20,7,7,7,9,9,6,10,8,6,,,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.14,5,9,,6,1,0,1,0,0,
15,4,male,24,23,1,latino/hispanic american,european/caucasian-american,0,3,1,law,20,20,20,20,10,10,6,9,8,9,8,9,30,10,20,10,10,20,7,7,7,9,9,8,8,9,8,8,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.21,5,9,,9,7,0,1,0,0,
15,5,male,24,21,3,latino/hispanic american,european/caucasian-american,0,3,1,law,20,5,25,25,10,15,6,7,7,5,4,8,30,10,20,10,10,20,7,7,7,9,9,5,9,9,7,9,5,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.16,5,9,,5,7,0,0,0,0,
15,6,male,24,23,1,latino/hispanic american,asian/pacific islander/asian-american,0,3,1,law,10,25,20,25,5,15,5,4,8,8,4,2,30,10,20,10,10,20,7,7,7,9,9,9,7,9,7,9,6,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.35,5,9,,9,2,1,1,0,0,
15,7,male,24,22,2,latino/hispanic american,asian/pacific islander/asian-american,0,3,1,law,15,15,25,20,15,10,4,7,7,4,8,5,30,10,20,10,10,20,7,7,7,9,9,8,7,9,6,9,5,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.27,5,9,,8,4,0,1,0,0,
15,8,male,24,25,1,latino/hispanic american,european/caucasian-american,0,3,1,law,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,30,10,20,10,10,20,7,7,7,9,9,9,9,8,9,,7,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.23,5,9,,9,7,0,1,1,1,
15,9,male,24,26,2,latino/hispanic american,other,0,3,1,law,20,10,20,30,10,10,5,10,8,8,5,5,30,10,20,10,10,20,7,7,7,9,9,7,9,8,9,7,7,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.01,5,9,,7,8,0,1,1,1,
15,10,male,24,26,2,latino/hispanic american,european/caucasian-american,0,3,1,law,15,15,15,40,10,5,5,7,7,7,7,,30,10,20,10,10,20,7,7,7,9,9,6,9,9,7,8,,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.24,5,9,,6,6,0,1,0,0,
16,1,male,25,21,4,european/caucasian-american,asian/pacific islander/asian-american,0,9,2,business,15,20,20,15,15,15,4,9,7,4,6,4,50,0,30,10,0,10,6,6,8,8,6,7,7,8,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.25,7,10,3,7,6,0,1,0,0,
16,2,male,25,24,1,european/caucasian-american,european/caucasian-american,1,9,2,business,45,5,25,20,0,5,8,7,8,3,6,2,50,0,30,10,0,10,6,6,8,8,6,7,8,7,5,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.73,7,10,3,7,5,0,1,0,0,
16,3,male,25,25,0,european/caucasian-american,european/caucasian-american,1,9,2,business,35,10,35,10,10,0,8,10,10,7,9,9,50,0,30,10,0,10,6,6,8,8,6,7,6,6,6,6,6,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,-0.3,7,10,3,6,7,0,1,0,0,
16,4,male,25,23,2,european/caucasian-american,european/caucasian-american,1,9,2,business,20,20,20,20,10,10,5,10,8,4,8,2,50,0,30,10,0,10,6,6,8,8,6,6,6,7,7,8,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.37,7,10,3,6,6,0,1,0,0,
16,5,male,25,21,4,european/caucasian-american,european/caucasian-american,1,9,2,business,20,5,25,25,10,15,5,6,7,5,7,8,50,0,30,10,0,10,6,6,8,8,6,5,8,7,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.06,7,10,3,6,7,0,0,1,0,
16,6,male,25,23,2,european/caucasian-american,asian/pacific islander/asian-american,0,9,2,business,10,25,20,25,5,15,3,7,6,1,1,1,50,0,30,10,0,10,6,6,8,8,6,6,6,8,8,8,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.19,7,10,3,6,6,0,1,0,0,
16,7,male,25,22,3,european/caucasian-american,asian/pacific islander/asian-american,0,9,2,business,15,15,25,20,15,10,4,8,7,4,5,4,50,0,30,10,0,10,6,6,8,8,6,8,8,8,6,6,6,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.59,7,10,3,7,7,0,1,0,0,
16,8,male,25,25,0,european/caucasian-american,european/caucasian-american,1,9,2,business,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,50,0,30,10,0,10,6,6,8,8,6,8,7,7,7,8,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28,7,10,3,7,6,0,1,1,1,
16,9,male,25,26,1,european/caucasian-american,other,0,9,2,business,20,10,20,30,10,10,8,9,9,7,6,5,50,0,30,10,0,10,6,6,8,8,6,6,6,7,8,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42,7,10,3,6,5,0,1,1,1,
16,10,male,25,26,1,european/caucasian-american,european/caucasian-american,1,9,2,business,15,15,15,40,10,5,5,10,6,4,6,,50,0,30,10,0,10,6,6,8,8,6,,8,7,7,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.15,7,10,3,6,6,0,0,0,0,
17,1,male,30,21,9,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,political science,15,20,20,15,15,15,7,6,7,4,6,7,35,15,25,10,5,10,7,7,6,8,4,3,6,7,5,8,7,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.34,4,2,1,2,1,0,0,1,0,
17,2,male,30,24,6,european/caucasian-american,european/caucasian-american,1,1,1,political science,45,5,25,20,0,5,7,5,9,6,7,9,35,15,25,10,5,10,7,7,6,8,4,5,3,4,3,5,3,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.6,4,2,1,4,3,0,0,1,0,
17,3,male,30,25,5,european/caucasian-american,european/caucasian-american,1,1,1,political science,35,10,35,10,10,0,8,9,10,7,7,9,35,15,25,10,5,10,7,7,6,8,4,6,3,5,4,5,4,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.26,4,2,1,2,2,0,0,0,0,
17,4,male,30,23,7,european/caucasian-american,european/caucasian-american,1,1,1,political science,20,20,20,20,10,10,7,10,10,7,10,5,35,15,25,10,5,10,7,7,6,8,4,7,6,3,5,6,5,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35,4,2,1,6,4,0,1,0,0,
17,5,male,30,21,9,european/caucasian-american,european/caucasian-american,1,1,1,political science,20,5,25,25,10,15,6,6,8,5,5,6,35,15,25,10,5,10,7,7,6,8,4,2,3,4,4,5,3,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.05,4,2,1,3,3,0,0,1,0,
17,6,male,30,23,7,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,political science,10,25,20,25,5,15,8,8,8,8,3,4,35,15,25,10,5,10,7,7,6,8,4,5,6,8,4,5,4,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.47,4,2,1,3,3,0,0,1,0,
17,7,male,30,22,8,european/caucasian-american,asian/pacific islander/asian-american,0,1,1,political science,15,15,25,20,15,10,7,7,8,7,7,7,35,15,25,10,5,10,7,7,6,8,4,7,6,5,4,4,3,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.31,4,2,1,5,4,0,0,1,0,
17,8,male,30,25,5,european/caucasian-american,european/caucasian-american,1,1,1,political science,9.09,18.18,27.27,18.18,18.18,9.09,6,7,8,5,7,7,35,15,25,10,5,10,7,7,6,8,4,6,4,7,5,6,4,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.05,4,2,1,4,4,0,0,1,0,
17,9,male,30,26,4,european/caucasian-american,other,0,1,1,political science,20,10,20,30,10,10,6,8,9,6,6,6,35,15,25,10,5,10,7,7,6,8,4,8,6,7,8,6,5,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.21,4,2,1,8,4,0,1,1,1,
17,10,male,30,26,4,european/caucasian-american,european/caucasian-american,1,1,1,political science,15,15,15,40,10,5,5,10,8,6,9,,35,15,25,10,5,10,7,7,6,8,4,7,7,4,3,4,4,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.41,4,2,1,3,6,0,0,1,0,
18,1,male,27,21,6,european/caucasian-american,asian/pacific islander/asian-american,0,8,8,business,15,20,20,15,15,15,4,9,7,6,5,6,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,6,7,5,6,8,6,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.5,5,2,2,7,5,0,0,0,0,
18,2,male,27,24,3,european/caucasian-american,european/caucasian-american,1,8,8,business,45,5,25,20,0,5,5,8,7,5,9,5,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,7,7,7,7,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07,5,2,2,7,6,0,1,0,0,
